Datum export;20211201 09:13;;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;20211008 00:00;20211008 01:00;21.52;12.56;9.82;24.55;18.3;20.51;9.59;21.1;25.7;21.87;23.98;24.78;25.32;20.62;11.81;39.96;36.15;27.25;21.77;30.93;43.21;38.43;41.83;8.86;36.94;8.43;20.35;18.26;14.15;15.3;20.2;16.86;13.09;9.1;27.17;37.4;4.65;13.09;10.37;8.61;3.77;28.61;11.2
NO2;uur;µg/m³;20211008 01:00;20211008 02:00;13.07;14.48;10.36;20.4;13.59;18.45;11.43;18.6;23.13;20.78;22.75;21.51;15.8;17.44;16.87;38.73;33.7;25.3;21.71;27.94;38.81;36.17;36.62;9.23;34.06;7.93;15.65;16.85;12.69;13.47;19.39;12.69;9.73;9.59;27.1;35.78;4.81;13.6;10.32;7.88;4.02;27.87;13.17
NO2;uur;µg/m³;20211008 02:00;20211008 03:00;15.94;12.65;9.21;19.41;14.19;18.52;16.98;18.98;18.7;19.16;20.95;20.72;10.07;19.62;16.48;34.39;31.2;22.59;19.41;22.97;33.2;32.25;32.31;8.57;29.91;6.27;14.6;15.02;14.03;11.57;16.85;11.61;8.24;8.66;26.91;34.39;4.88;13.22;10.17;8.02;4.12;23.49;13.79
NO2;uur;µg/m³;20211008 03:00;20211008 04:00;15.6;12.78;5.93;19.7;13.48;17.56;14.1;18.18;19.76;24.05;19.15;19.92;11.01;17.43;18.39;30.4;31.06;22.34;18.22;16;31.34;29.06;28.2;5.63;29.06;5.79;12.77;12.35;13.56;9.1;14.38;13.88;6.23;6.1;25.28;31.06;5.46;11.33;8.84;7.01;3.69;22.45;10.37
NO2;uur;µg/m³;20211008 04:00;20211008 05:00;15.3;14.38;5.58;23.35;16.62;17.66;14.53;18.33;20.48;18.96;19.54;18.52;15.13;18.3;17.03;30.1;31.37;24.4;22.3;17.32;31.1;30.15;31.28;8.53;20.38;5.47;15.93;12.82;13.57;9.03;14.04;16.82;6.23;7.75;25.77;29.63;5.46;11.29;9.57;6.38;4.01;32;9
NO2;uur;µg/m³;20211008 05:00;20211008 06:00;14.88;16.15;5.65;25.62;16.52;17.05;19.37;19.59;23.14;21.79;20.21;21.69;20.51;23.14;20.92;31.8;29.2;25.39;25.86;22.22;32.47;28.6;37.96;7.76;22.31;5.27;17.41;15.8;20.5;9.3;16.11;17.02;6.89;9.87;28.4;29.5;7.44;8.8;10.27;7.76;5.74;36.02;11.53
NO2;uur;µg/m³;20211008 06:00;20211008 07:00;13.8;16.88;6.07;37.93;17.86;18.25;21.12;21.72;27.87;30.96;31.99;23.91;25.89;27.45;35.66;32.2;30.67;24.95;25.05;25.43;35.66;29.32;35.11;10.79;25.95;7.61;14.63;15.76;24.58;11.47;18.43;21.85;7.73;9.77;26.87;30.12;7.82;8.94;10.71;7.69;9.48;43.34;12.47
NO2;uur;µg/m³;20211008 07:00;20211008 08:00;12.71;16.34;6.49;48.29;23.26;17.35;18.28;21.38;27.67;23.62;20.17;21.04;26.72;21.26;35.07;43.34;32.13;25.42;23.96;23.78;34.29;29.27;35.5;14.27;27.92;7.45;11.54;16.68;22.11;12.32;19.7;20.78;9.18;9.18;24.56;28.61;8.96;19.47;8.69;7.1;14.44;45.88;11.16
NO2;uur;µg/m³;20211008 08:00;20211008 09:00;14.86;16.08;14.46;51.35;32.23;16;15.18;18.47;24.39;22.56;20.24;18.73;26.68;17.62;35.93;32.48;31.64;23.98;32.47;22.45;30.18;34.65;35.81;10.58;29.52;6.18;10.95;16.68;21.76;13.55;20.19;18.11;12.31;10.78;21.58;27.16;10.06;13.22;12.33;8.87;13.65;53.18;14.2
NO2;uur;µg/m³;20211008 09:00;20211008 10:00;19.3;18.58;27.92;45.5;19.97;17.12;14.03;22.77;25.02;22.62;39.22;20.44;23.98;19.52;42.51;31.28;27.94;23.26;22.26;21.44;26.92;33.1;34.35;10.02;28.58;6.55;13.31;20.06;23.11;15.17;19.66;15.02;16.59;11.78;21.41;25.98;9.66;10.38;6.68;9.05;14.04;48.93;15.4
NO2;uur;µg/m³;20211008 10:00;20211008 11:00;19.34;24.37;21.69;25.02;14.04;19.68;16.42;22.46;27.8;21.46;31.87;20.43;28.03;18.17;40.24;29.32;28.63;22.82;23.46;22.78;23.46;30.16;33.55;6.67;36.03;8.1;15.76;21.71;27.75;19.45;19.11;16.37;21.44;11.41;29.52;29.01;11.04;10.38;8.55;11.99;15.47;42.95;14.39
NO2;uur;µg/m³;20211008 11:00;20211008 12:00;19.26;26.94;15.83;22.74;16.14;24.8;17.54;21.66;24.45;20.71;19.85;21.76;28.41;20.07;30.49;24.3;25.85;24.31;21.61;33.48;22.39;23.04;33.06;7.38;44.71;9.03;14.03;23.72;;18.92;15.83;16.69;18.93;7.46;31.91;29.77;14.38;9.75;8.08;9.3;10.1;33.21;9.33
NO2;uur;µg/m³;20211008 12:00;20211008 13:00;18.63;19.29;9.88;22.26;10.91;22.68;15.84;27.03;28.37;20.72;21.01;20.19;23.98;20.99;25.09;25.14;25.51;24.03;21.31;37.09;23.79;20.3;35.53;6.65;36.16;8.14;16.12;19.43;;12.46;11.17;17.5;8.59;7.82;33.56;30.01;7.86;8.33;7.17;6.51;6.67;24.44;6.77
NO2;uur;µg/m³;20211008 13:00;20211008 14:00;19.62;9.55;12.16;26.52;16.07;21.11;11.76;25.93;26.9;25.82;19.89;18.99;17.44;19.42;25.84;21.86;29.02;22.3;25.22;14.49;24.06;21.66;30.31;5.18;24.26;4.47;15.23;21.48;;11.68;9.7;15.94;5.82;4.9;37.84;26.26;4.43;6.33;5.6;5.62;5.15;24.81;6.1
NO2;uur;µg/m³;20211008 14:00;20211008 15:00;28.16;13.37;14.01;27;14.45;18.31;9.7;16.13;21.61;24.91;16.77;17.25;14.71;20.98;24.11;18.75;27.87;24.07;23.15;23.55;26.04;22.41;30;5.75;25.23;3.1;13.12;15.48;21.94;10.61;10.83;11.72;6.53;7.43;29.78;15.8;7.9;4.46;4.14;5.5;6.21;30.7;5.56
NO2;uur;µg/m³;20211008 15:00;20211008 16:00;25.21;11.75;17.49;33.2;21.22;9.19;8.76;19.06;20.47;24.96;15.87;16.11;9.92;20.56;24.93;16.74;22.79;20.02;20.33;17.13;23.4;23.15;18.22;7.41;20.35;4.87;11.52;15.7;19.69;10.09;9.13;10.9;8.74;10.05;30.38;18.03;5.61;5.22;3.42;6.39;6.31;25.97;5.65
NO2;uur;µg/m³;20211008 16:00;20211008 17:00;21.98;8.05;24.27;37.86;18.92;10.59;11.01;23.82;26.57;27.08;14.58;11.64;14.31;19.37;19.38;20.35;27.82;14.98;15.55;17.28;30.11;24.96;25.58;8.71;21.75;4.76;11.55;19.29;21.2;9.23;11.69;7.83;8.34;11.24;44.74;18.57;5.25;5.19;5.01;5.57;7.12;24.63;7.24
NO2;uur;µg/m³;20211008 17:00;20211008 18:00;28.28;23.47;22.29;46.8;21.67;18.49;12.55;34.45;29.54;24.7;15.72;11.66;18.14;20.77;32.24;29.79;28.14;16.31;18.1;18.77;43.52;31.62;47.52;13.85;21.06;7.83;7.37;27.64;36.03;23.29;23.85;17.05;8.72;15.67;62.82;30.25;6.58;10.17;10.99;7.49;8.04;41.42;9.48
NO2;uur;µg/m³;20211008 18:00;20211008 19:00;33.75;36.25;19.84;56.68;31.43;16.36;12.81;40.11;36.78;43.3;19.4;15.42;29.03;25.9;30.23;36.87;38.32;25.91;27.73;19.55;43.33;31.92;51.75;12.86;30.89;11.08;13.45;33.89;49.74;26.21;30.52;21.02;10.01;24.97;70.39;54.1;11.32;12.9;11.9;11.81;8;52.92;13.87
NO2;uur;µg/m³;20211008 19:00;20211008 20:00;33.47;26.6;22.12;58.08;29.45;59.16;15.46;34.11;40.74;40.54;28.45;34.15;41.26;24.28;49.21;28.78;33.17;35.03;47.1;21.95;41.37;31.45;44.47;7.69;38.67;10.36;15.99;26.25;32.81;21.19;27.9;21.53;23.08;25.07;70.45;64.27;14.45;14.15;12.15;15.36;10.7;50.51;17.5
NO2;uur;µg/m³;20211008 20:00;20211008 21:00;29.91;21.99;18.2;45.11;28.04;99.2;14.83;32.58;32.21;38.06;38.65;34.45;30.92;17;44.55;40.25;46.83;37.44;30.58;25.31;42.65;37.37;43.3;6.95;33.79;9.16;16.26;22.92;29.69;21.09;23.65;30.42;22.26;15.62;58.07;53;12.74;9.87;12.01;13.96;9.84;45.52;17.38
NO2;uur;µg/m³;20211008 21:00;20211008 22:00;21.82;23.49;17.94;40.02;25.02;121.28;13.76;26.3;28.77;42.53;36.43;31.7;22.93;19.67;20.3;38.37;37.02;38.51;28.91;27.83;40.45;31.72;44.47;6.64;45.05;11.65;14.61;20.34;26.6;17.17;21.69;26.69;16.9;12.81;53.09;40.26;12.16;10.27;10.37;13.95;11.66;36.04;10.05
NO2;uur;µg/m³;20211008 22:00;20211008 23:00;21.11;20;12.82;30.46;23.96;112.7;14.11;24.52;26.55;43.66;29.41;23.11;20.33;22.41;19.29;33.18;30.69;26.14;28;27.14;31.69;25.39;43.08;7.82;41.91;10.61;14.69;18.92;26.37;19.28;23.38;18.61;15.34;9.91;44.41;34.57;12.38;9.44;10.16;12.74;13.73;31.67;9.38
NO2;uur;µg/m³;20211008 23:00;20211009 00:00;21.07;18.57;12.07;34.32;21.27;88.43;14.07;21.95;21.72;40.17;28.33;25.71;18.97;23.08;29.38;25.42;27.83;24.36;20.61;24.29;25.54;21.58;38.55;7.46;43.72;9.03;15.56;16.68;25.74;23.14;19.87;15.13;14.14;7.59;48.99;36.27;11.38;9.9;10.71;12.81;8.98;24.68;9.9
NO2;uur;µg/m³;20211009 00:00;20211009 01:00;18.86;15.16;10.86;25.45;16.63;107.9;16.12;18.07;19.36;33.24;24.71;16.56;19.35;16.3;23.42;14.49;19.87;20.7;15.97;23.91;18.34;20.83;33.09;6.63;44.86;7.77;11.28;16.24;20.27;13.16;16;12.52;13.14;6.76;34.51;31.12;9.03;9.88;10.38;11.15;7.63;15.63;10.77
NO2;uur;µg/m³;20211009 01:00;20211009 02:00;19.12;14.1;8.04;19.69;13.71;72.27;15.88;16.32;17.69;25.98;21.16;17.19;17.05;16.4;25.85;12.09;17.3;19.33;17.65;22;14.55;18.52;26.15;7.42;45.36;7.58;9.78;13.83;16.58;10.51;14.36;13.63;11.89;6.96;29.6;31;9.83;9.12;7.98;9.03;8.12;11.47;11.62
NO2;uur;µg/m³;20211009 02:00;20211009 03:00;15.85;10.42;6.14;15.67;13;74.68;13.45;15.08;18.3;22.66;17.51;16.4;16.91;16.45;28.13;12.04;17.15;15.05;17.26;20.3;13.89;19.06;21.43;6.58;40.49;7.31;8.72;11.69;14.28;12.13;13.02;12.53;10.89;7.82;28.65;35.2;9;8.27;6.34;8.22;6.71;13.57;8.22
NO2;uur;µg/m³;20211009 03:00;20211009 04:00;13.52;10.61;5.22;29.84;12.6;15.9;11.58;15.14;17.15;20.56;15.78;14.77;16.92;16.39;35.75;11.62;16.73;13.59;15.22;18.39;11.88;20.06;17.7;6.52;37.6;6.6;8.18;10.31;13.39;8.79;11.57;11.33;10.49;8.4;18.69;22.41;8.78;7.01;5.99;7.06;5.8;13.29;5.65
NO2;uur;µg/m³;20211009 04:00;20211009 05:00;11.98;11.79;5.59;21.85;10.8;14.1;9.97;16.6;18.15;20.28;16.62;16.86;18.43;15.71;32.61;10.37;15.61;16.1;18.64;20.79;11.89;13.92;24.37;5.4;34.17;6.54;7.78;10.23;14.37;9.18;11.14;11.54;10.16;9.13;21.49;26.69;8.37;6.16;5.98;6.17;5.93;9.14;7.51
NO2;uur;µg/m³;20211009 05:00;20211009 06:00;16.2;12.33;5.88;19.26;10.38;14.31;9.23;17.54;22.63;19.87;16.18;19.52;22.62;16.41;35.68;10.25;19.48;16.94;19.13;18.85;14.02;14.28;27.47;5.54;35.66;6.42;8.31;11.57;14.23;9.79;11.81;12.26;10.21;7.84;25.94;31.61;7.73;6.3;5.96;5.61;6.72;6.42;6.68
NO2;uur;µg/m³;20211009 06:00;20211009 07:00;20.35;14.14;7.13;26.92;11.37;16.24;10.3;21.9;25.55;21.34;19.15;17.35;25.42;17.02;29.78;14.22;23.03;16.48;22.27;16.42;17.67;17.61;30.21;5.2;36.88;7.06;9.03;12.08;17.41;9.81;15;17.43;10.82;12.51;27.07;30.27;7.29;6.2;5.39;5.3;4.49;7.31;6.63
NO2;uur;µg/m³;20211009 07:00;20211009 08:00;20.48;12.08;9.73;34.41;11.19;16.53;10.31;19.58;28.69;20.65;18.82;16.59;25.26;17.74;27.07;17.32;25.56;22.97;21.53;21.44;20.71;19.99;29.56;5.37;31.43;8.05;9.82;16.98;15.85;11.72;16.75;16.94;10.54;10.34;24.71;30.61;5.94;5.04;4.93;6.28;4.45;9.03;6.79
NO2;uur;µg/m³;20211009 08:00;20211009 09:00;17.45;12.3;14.18;32.21;14.59;16.09;12.57;19.82;25.48;18.81;17.31;16.36;22.58;12.65;24.94;18.49;25.19;17.36;20.44;17.87;19.92;23.37;28.25;5.29;22.55;6.1;10.78;15.45;15.5;9.95;12.84;14.2;8.9;10.09;23.43;30.54;6.52;5.12;4.45;5.93;5.41;9.8;6.74
NO2;uur;µg/m³;20211009 09:00;20211009 10:00;17.11;19.32;13.77;27.81;14.02;20.3;15.5;22.93;23.35;22.24;17.22;15.23;22.5;11.12;21.75;21.93;23.42;15.4;18.11;11.65;24.47;20.4;38.64;4.98;22.47;5.34;11.64;11.49;14.33;9.24;10.25;12.94;8.28;9.53;20.89;28.53;6.38;5.09;4.69;5.44;5.65;11.11;6.92
NO2;uur;µg/m³;20211009 10:00;20211009 11:00;15.68;20.86;14.87;22.44;12.61;19.44;14.69;20.61;21.53;19.85;16.01;14.3;17.27;10.52;19.98;21.34;25.62;14.98;15.53;10.3;25.17;18.25;33.19;4.82;15.69;4.56;9.23;11.58;14.22;8.72;8.56;11.84;8.27;7.83;23.75;25.19;6.35;5.38;5.37;6.53;6.31;11.78;6.15
NO2;uur;µg/m³;20211009 11:00;20211009 12:00;13.46;15.44;11.86;22.54;14.16;17.45;16.12;18;19.35;17.21;13.01;12.89;15.33;10.29;17.25;18.49;24.32;14.59;14.55;10.41;23.67;16.45;33.41;4.48;16.29;4.63;7.78;12.93;14.03;8.41;8.5;10.75;8.81;7.47;23.77;20.84;6.09;5.03;4.05;6.83;6.04;15.25;7.05
NO2;uur;µg/m³;20211009 12:00;20211009 13:00;9.56;16.22;13.66;22.43;17.18;18.56;14.5;30.31;26.2;15.66;11.95;11.04;19.72;7.81;15.88;15.01;22.96;14.25;12.27;10.19;20.43;13.69;30.94;4.3;16;4.7;8.71;11.8;18.04;8.36;9.06;9.91;8.77;6.65;25.93;19.45;7.01;5.23;4.01;6.63;7.13;17.76;6.83
NO2;uur;µg/m³;20211009 13:00;20211009 14:00;11.09;16.18;16.26;25.43;21.14;19.29;9.98;32.66;29.22;14.97;11.76;10.19;11.13;8.29;26.28;12.59;20.33;13.92;15.6;9.7;19.83;11.32;27.73;4.58;15.78;4.73;10.06;16.21;17.18;8.47;9.11;10.92;8.78;6.45;27.11;20.74;7.25;5.27;4.31;6.82;7.38;16.2;6.74
NO2;uur;µg/m³;20211009 14:00;20211009 15:00;19.12;15.56;17.94;23.87;16.33;25.94;8.78;31.56;25.19;19.47;14.07;10.53;9.63;7.69;27.11;13.04;22.24;12.94;17.66;9.33;23.74;11.33;26.71;4.41;15.85;4.73;8.97;17.88;19.26;7.45;8.9;10.09;8.84;6.02;31.02;21.77;7.3;5.32;4.31;6.38;7.06;23.37;6.48
NO2;uur;µg/m³;20211009 15:00;20211009 16:00;19.76;16.59;14.2;23.9;15.22;26.49;8.1;32.81;29.25;21.08;17.51;15.15;15.54;7.25;24.77;15.28;20.8;13.56;16.2;9.44;21.48;13.55;23.14;4.67;16.97;5.33;8.91;15.53;23.17;8.13;8.54;9.85;7.43;6.32;45.91;26.06;8;6.08;4.45;6.51;7.54;22.16;7.4
NO2;uur;µg/m³;20211009 16:00;20211009 17:00;23.59;15.33;11.82;23.72;11.84;20.28;8.29;27.63;27.43;20.42;18.34;21.23;24.28;10.49;23.97;16.26;26.94;16.3;18.52;12.13;26.67;14.85;28.49;5.38;19.97;6.6;7.92;22.32;23.77;10.9;12.16;13.26;7.72;8.21;32.94;25.15;9.42;5.55;5.81;7.49;7.13;30.35;9.32
NO2;uur;µg/m³;20211009 17:00;20211009 18:00;29.66;18.11;12.72;32.78;10.69;20.59;8.21;34.64;32.15;23.72;20.42;21.94;22.21;16.72;22.2;18.71;32.69;20.81;22.96;22.23;33.31;27.85;40.88;5.21;25.52;5.18;10.34;37.63;38.81;20.82;22.54;17.57;8.67;15.36;47.93;41.85;10.87;8.21;8.71;8.89;10.03;35.3;12.24
NO2;uur;µg/m³;20211009 18:00;20211009 19:00;28.96;24.66;14.9;50.43;32.04;53.2;8.21;39.84;34.35;32.94;24.55;22;23.91;15.74;24.22;26.85;37.2;26.17;31.14;25;39.71;49.03;51.64;6.5;34.87;9.16;17.46;46.06;55.85;24.08;37.41;23.42;10.84;17.09;65.99;54.41;9.51;13.06;18.17;10.51;11.48;49.75;12.86
NO2;uur;µg/m³;20211009 19:00;20211009 20:00;32.52;26.53;13.57;61.21;30.29;30.34;13.97;39.77;36.92;29.59;25.03;23.18;24.95;17.7;40.95;36.52;43.21;30;38.46;28.73;40.36;46.74;48.71;7.58;40.56;11.07;21.45;36.61;41.12;22.94;42.48;28.83;22.3;23.02;63.88;49.97;11.71;16.53;18.98;13.43;13.75;38.76;12.99
NO2;uur;µg/m³;20211009 20:00;20211009 21:00;29.6;21.16;12;53.64;29.25;37.22;14.88;37.17;34.59;38.86;29.03;26.58;28.92;18.46;35.42;39.83;45.44;35.81;38.56;33.12;35.04;44.26;43.86;6.94;51.06;9.52;25.18;38.64;42.44;24.67;39.28;30.53;26.73;14.68;70.48;58.25;13.46;19.04;9.97;14.04;12.85;39.01;13.13
NO2;uur;µg/m³;20211009 21:00;20211009 22:00;26.37;19.18;10.81;48.19;25.96;44.99;14.82;38.58;33.3;35.15;25.12;24.93;28.7;22.12;28.44;41.93;50.23;38.41;35.36;35.93;36.55;45.31;40.38;17.69;48.09;9.6;21.97;33.42;42.45;28.96;38.26;25.36;19.27;10.53;65.24;60.73;13.07;16.37;15.08;13.93;12.96;43.88;9.67
NO2;uur;µg/m³;20211009 22:00;20211009 23:00;27.11;17.08;10.81;52.78;23.6;35.67;13.22;35.84;30.73;44.21;29.55;24.74;25.45;22.35;29.66;43.95;48.68;38.24;33.47;33.15;45.5;36.56;26.52;19.09;44.52;13.08;21.15;32.98;38.6;28.45;32.37;18.63;19.36;8.25;62.27;62.14;9.87;12.84;11.26;9.84;13.55;44.83;11.4
NO2;uur;µg/m³;20211009 23:00;20211010 00:00;25.51;17.79;9.05;36.14;21.75;39.73;9.98;36.13;27.74;37.53;32.22;19.37;23.9;23.55;31;41.13;50.21;34.53;32.67;34.01;53.01;32.48;26.76;25.73;38.64;10.94;19.21;28.22;37.72;28.18;25.89;21.07;19.39;7;56.52;53.67;9.32;12.38;10.53;8.07;13.51;43.74;12.23
NO2;uur;µg/m³;20211010 00:00;20211010 01:00;21.26;17.05;12.35;32.01;17.88;19.11;8.76;35.92;30.52;28.75;27.91;20.4;22.72;17.73;23.82;34.53;40.27;29.48;27.78;36.27;46.8;30.31;25.9;14.47;31.58;7.82;19.53;26.55;33.86;23.23;22.4;22.95;16.21;6.14;39.14;42.29;11.61;12.95;9.92;7.2;11.56;40.43;9.27
NO2;uur;µg/m³;20211010 01:00;20211010 02:00;16.38;15.56;10.48;27.03;17.41;15.19;7.86;28.53;21.8;28.26;30.04;18.33;20.04;19.84;23.6;30.96;42.94;22.7;24.44;34.84;46.14;29;23.6;8.18;27.57;10.27;17.43;22.99;26.66;28.64;19.63;25.54;15.32;5.71;37.05;36.68;10.53;12.68;8.97;5.98;9.15;31.78;8.86
NO2;uur;µg/m³;20211010 02:00;20211010 03:00;17.4;10.04;7.07;21.79;13.92;11.1;7.7;23.29;20.12;19.8;25.49;23.06;16.48;21;22.32;29.48;39.61;29.24;24.87;33.63;40.93;26.7;16.75;8.22;20.66;10.12;14.82;20.8;23.76;25.57;18.32;24.88;13.59;4.74;28.18;31.98;9.83;12.22;8.42;7.47;7.54;27.63;10.03
NO2;uur;µg/m³;20211010 03:00;20211010 04:00;14.6;10.55;6.81;19.07;12.45;9.9;8.04;20.96;21.28;17.48;20.18;23.34;13.09;19.78;13.35;25.4;34.45;20.36;22.06;25.23;33.48;24.72;16.54;6.42;20.03;8.21;12.78;17.81;19.54;23.94;15.19;23.6;14.65;5.65;27.36;32.71;7.77;12.87;8.42;6.9;10.44;21.41;9.12
NO2;uur;µg/m³;20211010 04:00;20211010 05:00;16.91;9.66;6.64;16.5;12.66;10.02;8.63;16.36;17.07;17.34;21.02;24.14;13.41;15.53;11.16;23.93;28.47;22.32;19.4;21.55;28.74;21.44;17.25;6.02;15.15;7.68;12.4;13.64;16.46;21.11;14.16;20;19.28;4.2;29.6;34.38;7.47;14.53;10.08;5.16;9.04;17.55;8.49
NO2;uur;µg/m³;20211010 05:00;20211010 06:00;18.08;7.77;6;18.95;12.79;10.79;9.46;14.68;14.07;18.56;23.36;21.58;13.42;20.8;9.21;22.25;24.34;20.47;16.75;17.6;28.64;19.14;15.64;7.25;12.46;9.7;10.89;16.21;16.15;26.59;13.62;17.75;21.34;3.99;28.8;34.28;7.78;11.02;9.5;7.05;10.2;16.25;9.41
NO2;uur;µg/m³;20211010 06:00;20211010 07:00;18.1;10.24;6.95;22.65;12.37;20.57;7.71;22.52;14.9;20.62;19.89;23.91;13.1;16.66;13.15;22.5;22.75;20.91;15.65;14.26;27.86;16.55;16.49;7.22;14.46;11.4;9.76;17.13;16.6;22.72;14.85;15.75;18.36;5.43;24.39;29.69;6.63;10.67;10.59;6.52;8.44;19.81;10.18
NO2;uur;µg/m³;20211010 07:00;20211010 08:00;15.42;19.47;6.91;26.46;10.84;17.79;9.46;20.72;16.11;17.89;19.43;17.21;15.34;18.81;10.97;26.81;27.96;16.36;15.53;9.36;33.03;17.35;21.05;8.51;16.51;7.82;8.41;17.07;21.01;28.72;15.85;14.65;17.1;5.71;25.73;26.54;5.34;8.81;11.02;4.54;8.6;19.07;9.95
NO2;uur;µg/m³;20211010 08:00;20211010 09:00;15.47;16.02;7.96;31.33;11.18;11.94;9.84;18.64;16.96;19.14;18.01;10.41;10.34;12.41;10.64;36.85;32.3;19.06;18.75;10.79;38.2;35.11;27.29;15.98;21.84;5.97;7.74;18.53;23.85;22.19;19.27;14.75;14.99;6.37;22.84;28.6;9.58;7.78;12.42;9.03;7.65;18.82;12.96
NO2;uur;µg/m³;20211010 09:00;20211010 10:00;17.07;13.78;9.36;29.61;15.65;13.74;10.63;20.48;22.45;21.26;20.01;13.18;11.55;11.73;13.82;45.31;42.87;22.51;22.24;17.65;44.09;38.59;30.46;12.18;32.81;8.27;9.65;24.77;24.77;22.81;22.97;16.64;19.85;6.93;25.46;27.43;11.08;11.29;10.77;9.95;7.32;20.39;13.75
NO2;uur;µg/m³;20211010 10:00;20211010 11:00;18.25;14.34;11.39;17.19;13.6;18.28;21.22;24.7;23.65;28.18;26.33;18.18;12.28;9.83;16.44;38.72;45.72;18.73;19.68;16.21;45.53;38.83;37.78;11.25;35.76;8.79;9.04;30.53;39.52;25.49;21.75;13.83;17.85;7.29;33.15;33.15;14.8;9.8;6.09;8.82;6.05;22.1;12.96
NO2;uur;µg/m³;20211010 11:00;20211010 12:00;16.23;14.6;14.59;20.3;10.78;14.53;21.91;26.88;23.68;23.43;17.89;19.49;14.48;9.65;17.51;6.52;38;14.29;15.77;7.34;16.9;22.96;25.28;5.83;20.56;6.64;9.19;20.44;34.19;21.8;14.85;10;18.63;7.09;32.23;29.87;12.14;8.19;4.58;7.43;5.22;16.48;13.63
NO2;uur;µg/m³;20211010 12:00;20211010 13:00;15.84;14.66;13.37;25.36;13.63;14.22;12.49;20.79;27.02;12.1;9.9;9.05;9.87;3.13;13.58;5.48;14.12;17.07;17.15;3.58;19.15;7.98;16.89;2.82;16.82;4.39;7.96;15.6;18.24;24.53;10.86;7.03;16.12;8.69;31.7;23.7;8.87;5.93;3.96;6.13;4.18;13.65;7.51
NO2;uur;µg/m³;20211010 13:00;20211010 14:00;14.1;11.47;14.33;19.57;12.39;12.1;16.34;14.68;17.87;8.73;9.99;12.56;6.99;1.42;11.73;7.71;13.47;25.4;11.94;4.42;21.35;7.78;14.45;2.4;8.65;3.1;6.23;17.81;10.95;33.89;11.4;6.56;12.17;5.09;26;16.95;5.83;4.71;2.62;4.57;3.61;14.46;5.57
NO2;uur;µg/m³;20211010 14:00;20211010 15:00;14.1;7.97;21.33;29.93;12.44;6.4;18.96;15.75;15.14;12.02;13.77;28.95;7.49;0.69;14.17;4.3;9.77;6.93;11.86;3.73;20.08;8.86;12.83;2.27;13.36;3.84;3.31;24.96;18.06;29.62;16.41;5.64;9.91;4.63;27.62;14;5.55;3.92;2.07;4.4;2.9;16.87;4.54
NO2;uur;µg/m³;20211010 15:00;20211010 16:00;14.83;10.29;14.39;31.12;10.97;6.56;14.6;20.44;17.54;22.98;26.49;13.3;8.25;0.83;7.62;3.97;10.68;8.71;5.06;4.04;23.54;9.21;12.08;2.36;21.86;3.29;2.73;28.8;22.04;31.48;19.53;5.34;8.11;3.9;36.84;16.19;4.63;3.34;1.76;3.13;2.65;17.89;4.96
NO2;uur;µg/m³;20211010 16:00;20211010 17:00;13.7;10.48;12.6;40.36;13.36;8.22;9.31;18.24;30.19;28.51;27.47;10.87;9.58;1.22;7.42;5.63;12.34;11.4;9.3;4.8;22.87;12.39;18.93;3.76;22.37;3.43;2.95;30.78;19.93;30.38;15.5;3.54;9.51;4.56;33.04;14.8;4.64;4.12;2.68;3.32;1.8;18.49;6.31
NO2;uur;µg/m³;20211010 17:00;20211010 18:00;21.32;20.3;10.03;39.83;15.79;9.84;8.41;41.68;56.39;46.48;25.3;12.29;11.15;2.34;8.81;7.84;13.66;15.93;16.15;7.69;27.58;18.56;31.71;5.26;29.89;8.14;3.38;32.65;25.73;30.3;13.55;5.65;10.18;9.25;37.99;31.34;3.77;4.39;3.48;4.42;1.79;24.15;6.15
NO2;uur;µg/m³;20211010 18:00;20211010 19:00;27.11;17.05;8.34;60.26;25.56;13.14;9.54;45.27;60.69;53.27;33.59;15.84;13.02;1.86;9.47;7.84;21.9;10.39;38.98;4.39;22.41;16.88;35.37;5.63;17.88;10.65;5.66;42.15;28.35;36.03;21.51;6.89;14.38;12.25;51.54;51.41;6.83;9.3;3.2;5.77;4.49;42.42;7.1
NO2;uur;µg/m³;20211010 19:00;20211010 20:00;25.21;13.03;9.73;55.92;26.36;21.04;11.31;36.87;53.98;51.25;35.4;13.19;14.24;-0.51;5.23;6.86;20.36;7.87;53.24;2.2;15.97;15.53;26.89;4.49;9.51;11.41;7.09;38.56;31.68;29.47;18.18;8.28;11.9;12.61;66;57.3;6.42;7.86;2.92;5.1;4.46;32.47;10.55
